"Sec Short Name","Board","Session Name","Last","Last Time","Bid Depth","Bid Price","Total Value","Offer Price","Total Volume","Offer Depth","Issued Qty","Security","Ref Price","Change Price","High Limit","Low Limit","Daily Value","Daily Volume","Number of Trades","MM Rule Tag","Contract Size","High","Low","Unadj Prev Price","Previous Date","Inherited State","Open","Open Qty","Close","Change Percent","Avg Price","52 Week High Price","52 Week Low Price","TOP","Orders","Last Auction Price","Has News","Change LTP","Sec Name","ISIN","Quote Basis","Security Board State","Previous Close","Market Cap","CB Ref Price","Change Ref Price","Change CB Ref Price","Change Percent Ref Price","Close Bid Price","Close Bid Depth","Close Offer Price","NMS","Close Offer Depth","CB High Limit","CB Low Limit","Ref Price Div Adj","52 Week High Date","52 Week Low Date","Accrued Interest","Adjustment Factor","Avg Yield","Bid Yield","Board Name","CB Ref Yield","Change CB Ref Yield","Change Ref Yield","Change Yield","Close Bid Yield","Close Offer Yield","Closing Yield","Coupon Rate","Currency Id","Expiry Price","High Yield","Instrument","Is Tradeable","Issue Date","Issuer Id","Last Qty","Last Yield","Low Yield","Market Maker Quotation Status","Maturity Date","Max Qty","Min Qty","Next Coupon Date","Number of Bids","Number of Offers","Off Mkt Last","Off Mkt Last Qty","Off Mkt Value Today","Off Mkt Volume Today","Offer Yield","Open Yield","Option Strike","Option Verb","Previous Yield","Qty Multiplier","Ref Price Date Time","Ref Yield","Sector","Security Remarks","Settlement Date","Settlement Price","Settlement Price Type","TOV","Underlying Security"
"ARGAN","REG","Closing","","","","","","","","","255277050","431","175","","192.0","158.0","","","","0","1","","","175","9/6/2018","A","","","","","","175","160","","","","","","ALARGAN INTERNATIONAL REAL ESTATE CO.","KW0EQ0402366","","A","175","44673483.750","175","","","","","","","127","","","","175","9/6/2018","2/19/2018","","0.863437140","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS431T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"ABYAAR","REG","Closing","","","","","","","","","1107270000","432","16.6","","18.2","15.0","","","","0","1","","","16.6","10/29/2018","A","","","","","","24.3","16.6","","","","","","ABYAAR REAL ESTATE DEVELOPMENT CO.","KW0EQ0402390","","A","16.6","18380682.000","16.6","","","","","","","33484","","","","16.6","1/23/2018","10/29/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS432T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"MUNSHAAT","REG","Closing","","","","","","","","","322000000","433","5.0","","5.5","4.5","","","","0","1","","","5.0","12/30/2018","A","","","","","","96.0","4.4","","","","","","MUNSHAAT REAL ESTATE PROJECTS CO","KW0EQ0402408","","A","5.0","1610000.000","5.0","","","","","","","8024","","","","5.0","1/25/2018","10/22/2018","","0.970588235","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS433T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"FIRSTDUBAI","REG","Closing","","","","","","","","","998760000","434","48.9","","53.7","44.1","","","","0","1","","","48.9","12/13/2018","A","","","","","","55.0","37.2","","","","","","FIRST DUBAI FOR REAL ESTATE DEVELOPMENT","KW0EQ0402440","","A","48.9","48839364.000","48.9","","","","","","","3137","","","","48.9","1/29/2018","3/29/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS434T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"KBT","REG","Closing","","","","","","","","","568999444","435","48.4","","53.2","43.6","","","","0","1","","","48.4","9/15/2018","A","","","","","","54.4","46.2","","","","","","KUWAIT BUSINESS TOWN REAL ESTATE CO.","KW0EQ0402648","","A","48.4","27539573.090","48.4","","","","","","","8203","","","","48.4","3/7/2018","1/25/2018","","1.380772535","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS435T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"MANAZEL","REG","Closing","","","","","","","","","430429864","436","0.9","","0.9","0.9","","","","0","1","","","0.9","1/17/2019","A","","","","","","36.1","0.9","","","","","","MANAZEL HOLDING CO.","KW0EQ0402671","","A","0.9","387386.878","0.9","","","","","","","16128","","","","0.9","1/23/2018","9/26/2018","","1.661129568","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS436T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"REAM","REG","Closing","","","","","","","","","103989883","437","1572","","1729.0","1415.0","","","","0","1","","","1572","9/6/2018","A","","","","","","1572","595","","","","","","REAL ESTATE ASSET MANAGEMENT CO (REAM)","KW0EQ0402424","","A","1572","163472096.076","1572","","","","","","","29","","","","1572","2/14/2018","1/24/2018","","0.909519726","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS437T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"MENA","REG","Closing","","","","","","","","","81533836","438","29.2","","32.1","26.3","","","","0","1","","","29.2","9/12/2018","A","","","","","","46.7","21.1","","","","","","MENA REAL ESTATE COMPANY","KW0EQ0402549","","A","29.2","2380788.011","29.2","","","","","","","5271","","","","29.2","1/23/2018","3/20/2018","","2.383165320","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS438T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"ALMUDON","REG","Closing","","","","","","","","","100000000","439","29.5","","32.4","26.6","","","","0","1","","","29.5","8/1/2018","A","","","","","","44.4","25.0","","","","","","AL MUDON INTERNATIONAL REAL ESTATE CO.","KW0EQ0402622","","A","29.5","2950000.000","29.5","","","","","","","2500","","","","29.5","1/23/2018","3/26/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS439T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"MARAKEZ","REG","Closing","","","","","","","","","124337075","440","27.0","","29.7","24.3","","","","0","1","","","27.0","4/3/2018","A","","","","","","34.4","20.5","","","","","","REAL ESTATE TRADE CENTERS CO.","KW0EQ0402804","","A","27.0","3357101.025","27.0","","","","","","","981","","","","27.0","1/24/2018","3/29/2018","","1.468085106","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS440T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"REMAL","REG","Closing","","","","","","","","","306130000","441","31.5","","34.6","28.4","","","","0","1","","","31.5","3/29/2018","A","","","","","","50.8","28.0","","","","","","KUWAIT REMAL REAL ESTATE CO.","KW0EQ0402812","","S","31.5","9643095.000","31.5","","","","","","","5428","","","","31.5","1/23/2018","3/28/2018","","0.826446281","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS441T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"NIND","REG","Closing","","","","","","","","","1359853075","501","149","","163.0","135.0","","","","0","1","","","149","3/29/2018","A","","","","","","167","145","","","","","","NATIONAL INDUSTRIES GROUP (HOLDING)","KW0EQ0500813","","S","149","202618108.175","149","","","","","","","31889","","","","149","1/28/2018","3/25/2018","","0.952380952","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS501T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"KCEM","REG","Closing","","","","","","","","","713048096","503","500","","550.0","450.0","","","","0","1","","","500","1/3/2019","A","","","","","","500","445","","","","","","KUWAIT CEMENT COMPANY","KW0EQ0500839","","A","500","356524048.000","500","","","","","","","881","","","","500","1/3/2019","1/25/2018","","0.899029879","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS503T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"CABLE","REG","Closing","","","","","","","","","209931309","505","440","","484.0","396.0","","","","0","1","","","440","11/4/2018","A","","","","","","448","400","","","","","","GULF CABLE AND ELECTRICAL INDUSTRIES COMPANY","KW0EQ0500862","","A","440","92369775.960","440","","","","","","","2500","","","","440","3/29/2018","3/6/2018","","0.938909314","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS505T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"SHIP","REG","Closing","","","","","","","","","180240080","506","215","","236.0","194.0","","","","0","1","","","215","7/10/2018","A","","","","","","223","194","","","","","","HEAVY ENGINEERING INDUSTRISE AND SHIP BUILDING CO.","KW0EQ0500888","","A","215","38751617.200","215","","","","","","","5456","","","","215","3/7/2018","1/28/2018","","0.871459695","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS506T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"PCEM","REG","Closing","","","","","","","","","100221588","508","1027","","1129.0","925.0","","","","0","1","","","1027","1/16/2019","A","","","","","","1249","934","","","","","","KUWAIT PORTLAND CEMENT COMPANY","KW0EQ0500912","","A","1027","102927570.876","1027","","","","","","","576","","","","1027","3/29/2018","1/10/2019","","0.791431074","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS508T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"PAPER","REG","Closing","","","","","","","","","99237767","509","245","","269.0","221.0","","","","0","1","","","245","7/30/2018","A","","","","","","270","240","","","","","","SHUAIBA INDUSTRIAL CO.","KW0EQ0500920","","A","245","24313252.915","245","","","","","","","134","","","","245","1/23/2018","3/19/2018","","0.553648930","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS509T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"MRC","REG","Enquiry","","","","","","","","","90100775","510","100.0","","","","","","","0","1","","","100.0","1/17/2019","A","","","","","","100.0","50.5","","","","","","METAL & RECYCLING CO.","KW0EQ0500938","","A","100.0","9010077.500","100.0","","","","","","","","","","","100.0","1/17/2019","5/20/2018","","0.825627477","","","Regular Market","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS510T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"KFOUC","REG","Closing","","","","","","","","","153884230","511","275","","302.0","248.0","","","","0","1","","","275","1/22/2019","A","","","","","","275","210","","","","","","KUWAIT FOUNDRY CO.","KW0EQ0500946","","A","275","42318163.250","275","","","","","","","909","","","","275","1/22/2019","1/29/2018","","0.909218860","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS511T1","","","","None","","","1","","","","","","","","","","","","","1","","","1000","","1/29/2019","","","",""
"ACICO","REG","Closing","","","","","","","","","301090352","512","298","","327.0","269.0","","","","0","1","","","298","7/31/2018","A","","","","","","298","226","","","","","","ACICO INDUSTRIES CO.","KW0EQ0500953","","A","298","89724924.896","298","","","","","","","627","","","","298","7/31/2018","3/18/2018","","0.724523725","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS512T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"BPCC","REG","Closing","","","","","","","","","514819400","514","1200","","1320.0","1080.0","","","","0","1","","","1200","1/3/2019","A","","","","","","1312","690","","","","","","BOUBYAN PETROCHEMICAL CO.","KW0EQ0500979","","A","1200","617783280.000","1200","","","","","","","5041","","","","1200","9/19/2018","2/5/2018","","0.748158651","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS514T1","","","","None","","","1","","","","","","","","","","","","","1","","","1000","","1/29/2019","","","",""
"HCC","REG","Closing","","","","","","","","","101462019","516","66.0","","72.6","59.4","","","","0","1","","","66.0","7/10/2018","A","","","","","","125","56.0","","","","","","HILAL CEMENT CO.","KW0EQ0500995","","A","66.0","6696493.254","66.0","","","","","","","35","","","","66.0","1/29/2018","3/22/2018","","0.618778487","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS516T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"ALKOUT","REG","Closing","","","","","","","","","100900800","517","630","","693.0","567.0","","","","0","1","","","630","7/30/2018","A","","","","","","680","630","","","","","","ALKOUT INDUSTRIAL PROJECTS CO.","KW0EQ0501001","","A","630","63567504.000","630","","","","","","","63","","","","630","1/30/2018","1/28/2018","","0.759089423","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS517T1","","","","None","","","1","","","","","","","","","","","","","1","","","1000","","1/29/2019","","","",""
"NICBM","REG","Closing","","","","","","","","","348961697","520","145","","159.0","131.0","","","","0","1","","","145","11/21/2018","A","","","","","","200","145","","","","","","NATIONAL INDUSTRIES COMPANY","KW0EQ0501266","","A","145","50599446.065","145","","","","","","","412","","","","145","2/12/2018","11/21/2018","","0.962500000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS520T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"EQUIPMENT","REG","Closing","","","","","","","","","136400000","522","35.0","","38.5","31.5","","","","0","1","","","35.0","1/3/2019","A","","","","","","45.0","27.0","","","","","","EQUIPMENT HOLDING CO.","KW0EQ0501357","","A","35.0","4774000.000","35.0","","","","","","","3321","","","","35.0","1/23/2018","7/31/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS522T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"NCCI","REG","Enquiry","","","3","2.2","","","","","90000000","524","5.6","","","","","","","0","1","","","5.6","12/11/2018","A","","","","","","100.0","5.6","","1","","","","NATIONAL CONSUMER HOLDING  CO.","KW0EQ0502157","","A","5.6","504000.000","5.6","","","","","","","","","","","5.6","1/25/2018","12/11/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS524T1","","","","None","","","1","","1","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"GYPSUM","REG","Enquiry","","","","","","","","","29892398","525","95.0","","","","","","","0","1","","","95.0","7/10/2018","A","","","","","","95.0","95.0","","","","","","KUWAIT GYPSUM MANUFACTURING & TRADING CO.","KW0EQ0502215","","A","95.0","2839777.810","95.0","","","","","","","","","","","95.0","7/10/2018","7/10/2018","","0.942529000","","","Regular Market","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS525T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"ALQURAIN","REG","Closing","","","","","","","","","1040281526","526","302","","332.0","272.0","","","","0","1","","","302","7/10/2018","A","","","","","","360","302","","","","","","QURAIN PETROCHEMICAL INDUSTRIES CO.","KW0EQ0502348","","A","302","314165020.852","302","","","","","","","4942","","","","302","1/28/2018","6/26/2018","","0.850736007","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS526T1","","","","None","","","1","","","","","","","","","","","","","1","","","1000","","1/29/2019","","","",""
"SALBOOKH","REG","Closing","","","","","","","","","101497558","527","50.0","","55.0","45.0","","","","0","1","","","50.0","1/3/2019","A","","","","","","60.0","39.0","","","","","","SALBOOKH TRADING CO.","KW0EQ0502439","","A","50.0","5074877.900","50.0","","","","","","","1017","","","","50.0","1/28/2018","3/27/2018","","1.951219512","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS527T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"BIIHC","REG","Closing","","","","","","","","","149999972","529","32.9","","36.1","29.7","","","","0","1","","","32.9","7/10/2018","A","","","","","","38.8","25.0","","","","","","BOUBYAN INTERNATIONAL INDUSTRIES HOLDING CO.","KW0EQ0502793","","A","32.9","4934999.079","32.9","","","","","","","2365","","","","32.9","1/24/2018","3/29/2018","","2.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS529T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"KCIN","REG","Closing","","","","","","","","","93725749","601","1200","","1320.0","1080.0","","","","0","1","","","1200","1/3/2019","A","","","","","","1200","1001","","","","","","KUWAIT NATIONAL CINEMA","KW0EQ0601025","","A","1200","112470898.800","1200","","","","","","","175","","","","1200","1/3/2019","4/3/2018","","0.899900344","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS601T1","","","","None","","","1","","","","","","","","","","","","","1","","","5000","","1/29/2019","","","",""
"KHOT","REG","Enquiry","","","","","","","","","56433300","602","4.2","","","","","","","0","1","","","4.2","12/11/2018","A","","","","","","197","4.2","","","","","","KUWAIT HOTELS COMPANY","KW0EQ0601033","","A","4.2","237019.860","4.2","","","","","","","","","","","4.2","2/12/2018","12/11/2018","","0.967532000","","","Regular Market","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS602T1","","","","None","","","1","","","","","","","","","","","","","1","","","5000","","1/29/2019","","","",""
"AGLTY","REG","Closing","","","","","","","","","1258197111","603","750","","825.0","675.0","","","","0","1","","","750","1/23/2019","A","","","","","","940","710","","","","","","AGILITY PUBLIC WAREHOUSING COMPANY","KW0EQ0601041","","A","750","943647833.250","750","","","","","","","12003","","","","750","6/26/2018","4/26/2018","","0.664126555","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS603T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"ZAIN","REG","Closing","905","1/24/2019 1:24:10 PM","2600","905","2172.000","","2400","","4327058909","605","905","0","995.0","815.0","2172.000","2400","1","0","1","905","905","905","1/20/2019","A","905","2400","905","","905","1100","440","","2","","","","MOBILE TELECOMMUNICATIONS COMPANY","KW0EQ0601058","","A","905","3915988312.645","905","0","","","905","2600","","49453","","","","905","11/25/2018","2/6/2018","","0.866310000","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS605T1","2400","","","None","","","1","","1","","","","","","","","","","","1","","","6000","","1/29/2019","","","",""
"SENERGY","REG","Closing","","","","","","","","","199722131","606","29.6","","32.5","26.7","","","","0","1","","","29.6","10/3/2018","A","","","","","","39.5","24.0","","","","","","SENERGY HOLDING COMPANY ( K.S.C.P )","KW0EQ0601074","","A","29.6","5911775.078","29.6","","","","","","","2500","","","","29.6","1/28/2018","3/18/2018","","3.014772385","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS606T1","","","","None","","","1","","","","","","","","","","","","","1","","","0500","","1/29/2019","","","",""
"EDU","REG","Closing","","","","","","","","","244240681","607","295","","324.0","266.0","","","","0","1","","","295","7/31/2018","A","","","","","","331","280","","","","","","EDUCATIONAL HOLDING GROUP","KW0EQ0601082","","A","295","72051000.895","295","","","","","","","1690","","","","295","2/4/2018","3/28/2018","","0.875711198","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS607T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"IPG","REG","Closing","","","","","","","","","180787500","608","369","","405.0","333.0","","","","0","1","","","369","7/10/2018","A","","","","","","450","365","","","","","","INDEPENDENT PETROLEUM GROUP","KW0EQ0601090","","A","369","66710587.500","369","","","","","","","341","","","","369","2/21/2018","3/12/2018","","0.832298137","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS608T1","","","","None","","","1","","","","","","","","","","","","","1","","","0500","","1/29/2019","","","",""
"CLEANING","REG","Closing","","","","","","","","","231715550","609","56.8","","62.4","51.2","","","","0","1","","","56.8","7/31/2018","A","","","","","","79.0","51.0","","","","","","NATIONAL CLEANING CO.","KW0EQ0601108","","A","56.8","13161443.240","56.8","","","","","","","2514","","","","56.8","3/11/2018","2/28/2018","","0.877958095","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS609T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"SULTAN","REG","Closing","","","","","","","","","574222287","610","31.0","","34.1","27.9","","","","0","1","","","31.0","7/31/2018","A","","","","","","60.0","26.0","","","","","","SULTAN CENTER FOOD PRODUCTS CO.","KW0EQ0601116","","A","31.0","17800890.897","31.0","","","","","","","3261","","","","31.0","3/18/2018","4/1/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS610T1","","","","None","","","1","","","","","","","","","","","","","1","","","5000","","1/29/2019","","","",""
"AGHC","REG","Closing","","","","","","","","","164995498","611","78.0","","85.8","70.2","","","","0","1","","","78.0","10/4/2018","A","","","","","","84.0","70.0","","","","","","ARABI HOLDING GROUP CO.","KW0EQ0601124","","A","78.0","12869648.844","78.0","","","","","","","1258","","","","78.0","1/29/2018","3/19/2018","","0.785306908","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS611T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"OOREDOO","REG","Closing","","","","","","","","","501162028","613","1000","","1100.0","900.0","","","","0","1","","","1000","1/3/2019","A","","","","","","1190","771","","","","","","NATIONAL MOBILE TELECOMMUNICATIONS CO.","KW0EQ0601132","","A","1000","501162028.000","1000","","","","","","","373","","","","1000","2/1/2018","4/2/2018","","0.884481718","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS613T1","","","","None","","","1","","","","","","","","","","","","","1","","","6000","","1/29/2019","","","",""
"KGL","REG","Closing","","","","","","","","","277252880","614","100.0","","110.0","90.0","","","","0","1","","","100.0","1/3/2019","A","","","","","","136","89.0","","","","","","KUWAIT & GULF LINK TRANSPORT CO.","KW0EQ0601140","","A","100.0","27725288.000","100.0","","","","","","","10697","","","","100.0","1/23/2018","2/20/2018","","0.952380952","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS614T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"CABLETV","REG","Enquiry","","","","","","","","","37043048","615","11.4","","","","","","","0","1","","","11.4","7/10/2018","A","","","","","","30.0","9.5","","","","","","KUWAIT CABLE VISION","KW0EQ0601157","","A","11.4","422290.747","11.4","","","","","","","","","","","11.4","2/13/2018","3/27/2018","","2.316260563","","","Regular Market","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS615T1","","","","None","","","1","","","","","","","","","","","","","1","","","5000","","1/29/2019","","","",""
"ASC","REG","Closing","","","","","","","","","99999808","616","155","","170.0","140.0","","","","0","1","","","155","7/31/2018","A","","","","","","200","141","","","","","","AUTOMATED SYSTEMS COMPANY","KW0EQ0601165","","A","155","15499970.240","155","","","","","","","249","","","","155","3/5/2018","3/11/2018","","0.292825681","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS616T1","","","","None","","","1","","","","","","","","","","","","","1","","","9500","","1/29/2019","","","",""
"NAPESCO","REG","Closing","","","","","","","","","97000000","617","750","","825.0","675.0","","","","0","1","","","750","1/3/2019","A","","","","","","860","644","","","","","","NATIONAL PETROLEUM SERVICES COMPANY","KW0EQ0601272","","A","750","72750000.000","750","","","","","","","287","","","","750","1/29/2018","2/6/2018","","0.509941507","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS617T1","","","","None","","","1","","","","","","","","","","","","","1","","","0500","","1/29/2019","","","",""
"KCPC","REG","Closing","","","","","","","","","96952877","618","154","","169.0","139.0","","","","0","1","","","154","7/10/2018","A","","","","","","160","146","","","","","","THE KUWAIT COMPANY  FOR PROCESS PLANT CONSTRUCTION &CONTRACTING","KW0EQ0601314","","A","154","14930743.058","154","","","","","","","2208","","","","154","3/20/2018","1/25/2018","","0.571912959","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS618T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"AAN","REG","Closing","","","","","","","","","872341610","621","20.1","","22.1","18.1","","","","0","1","","","20.1","9/19/2018","A","","","","","","32.0","19.0","","","","","","AAN DIGITAL SERVICES CO.","KW0EQ0601405","","A","20.1","17534066.361","20.1","","","","","","","9922","","","","20.1","1/30/2018","3/29/2018","","1.191489362","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS621T1","","","","None","","","1","","","","","","","","","","","","","1","","","6000","","1/29/2019","","","",""
"HUMANSOFT","REG","Closing","","","","","","","","","121654352","623","4397","","4836.0","3958.0","","","","0","1","","","4397","7/10/2018","A","","","","","","4397","3280","","","","","","HUMANSOFT HOLDING CO.","KW0EQ0601694","","A","4397","534914185.744","4397","","","","","","","2500","","","","4397","4/29/2018","2/13/2018","","0.798834552","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS623T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"KPPC","REG","Closing","","","","","","","","","610000000","624","70.9","","77.9","63.9","","","","0","1","","","70.9","1/20/2019","A","","","","","","71.9","50.1","","","","","","PRIVATIZATION HOLDING CO.","KW0EQ0601702","","A","70.9","43249000.000","70.9","","","","","","","9371","","","","70.9","1/13/2019","3/21/2018","","0.874082000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS624T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"ENERGYH","REG","Closing","","","","","","","","","750000000","627","30.5","","33.5","27.5","","","","0","1","","","30.5","1/20/2019","A","","","","","","31.0","23.0","","","","","","THE ENERGY HOUSE CO","KW0EQ0601801","","A","30.5","22875000.000","30.5","","","","","","","855","","","","30.5","1/23/2018","3/18/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS627T1","","","","None","","","1","","","","","","","","","","","","","1","","","0500","","1/29/2019","","","",""
"GPI","REG","Closing","","","","","","","","","455780830","629","25.0","","27.5","22.5","","","","0","1","","","25.0","1/3/2019","A","","","","","","36.8","24.0","","","","","","GULF PETROLEUM INVESTMENT","KW0EQ0601827","","A","25.0","11394520.750","25.0","","","","","","","13744","","","","25.0","1/23/2018","3/27/2018","","0.944051090","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS629T1","","","","None","","","1","","","","","","","","","","","","","1","","","0500","","1/29/2019","","","",""
"GFC","REG","Enquiry","","","","","","","","","32431975","630","45.0","","","","","","","0","1","","","45.0","7/10/2018","A","","","","","","64.0","39.5","","","","","","GULF FRANCHISING HOLDING CO.","KW0EQ0601843","","A","45.0","1459438.875","45.0","","","","","","","","","","","45.0","2/4/2018","4/3/2018","","3.649661000","","","Regular Market","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS630T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"TAHSSILAT","REG","Closing","","","","","","","","","165000000","631","25.0","","27.5","22.5","","","","0","1","","","25.0","1/3/2019","A","","","","","","29.9","20.1","","","","","","CREDIT RATING & COLLECTION","KW0EQ0601850","","A","25.0","4125000.000","25.0","","","","","","","83","","","","25.0","2/18/2018","3/20/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS631T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"SHOOTING","REG","Closing","","","","","","","","","280190022","632","16.5","","18.1","14.9","","","","0","1","","","16.5","11/4/2018","A","","","","","","26.5","15.0","","","","","","NATIONAL SHOOTING COMPANY (K.P.S.C)","KW0EQ0601884","","A","16.5","4623135.363","16.5","","","","","","","4202","","","","16.5","1/28/2018","3/29/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS632T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
